1.8		230
1.8		226
1.8		220
1.8		218
1.75		203
1.7		238
1.7		229
1.65		230
1.6		249
1.57		252
1.52		258
1.5		262
1.5		283
1.5		278
1.48		284
1.45		288
1.4		299
1.4		312
1.39		319
1.3		346
1.29		359
1.29		369
1.25		387
1.2		426
1.18		471
1.1		456
1		589
0.82		598
0.71		631
0.6		667
0.5		693
